step	loss
0	0.5606003999710083
1	0.18825054168701172
2	0.1533607542514801
3	0.1301196813583374
4	0.10903319716453552
5	0.09387730062007904
6	0.08261274546384811
7	0.0741860643029213
8	0.06773708760738373
